original,name,type,taxid,fuzzy,different
Pteronotus parnellii polyomavirus 1,Pteronotus parnellii polyomavirus 1,virus,1606501,false,false
Pteronotus rubiginosus gammaherpesvirus A,Pteronotus rubiginosus gammaherpesvirus A,virus,2737719,false,false
Pteronotus rubiginosus gammaherpesvirus B,Pteronotus rubiginosus gammaherpesvirus B,virus,2737720,false,false
Coronavirus PREDICT CoV-67,Coronavirus PREDICT CoV-67,virus,2042591,false,false
Coronavirus PREDICT CoV-68,Coronavirus PREDICT CoV-68,virus,2042592,false,false
Flying-fox retrovirus,Flying-fox retrovirus,virus,2587240,false,false
Hervey pteropid gammaretrovirus,Hervey pteropid gammaretrovirus,virus,2730656,false,false
Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-123,Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-123,virus,1688622,false,false
Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-129,Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-129,virus,1688621,false,false
Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-139,Paramyxovirus IFBPV25/2011/PREDICT-INDSWBT-139,virus,1688623,false,false
Paramyxovirus PREDICT_PMV-10,Paramyxovirus PREDICT_PMV-10,virus,2711018,false,false
Paramyxovirus PREDICT_PMV-100,Paramyxovirus PREDICT_PMV-100,virus,2711019,false,false
Paramyxovirus PREDICT_PMV-102,Paramyxovirus PREDICT_PMV-102,virus,2711021,false,false
Paramyxovirus PREDICT_PMV-124,Paramyxovirus PREDICT_PMV-124,virus,2711041,false,false
Paramyxovirus PREDICT_PMV-25,Paramyxovirus PREDICT_PMV-25,virus,1647225,false,false
Paramyxovirus PREDICT_PMV-92,Paramyxovirus PREDICT_PMV-92,virus,2711111,false,false
Paramyxovirus PREDICT_PMV-94,Paramyxovirus PREDICT_PMV-94,virus,2711113,false,false
Pteropus alecto paramyxovirus,Pteropus alecto paramyxovirus,virus,1562767,false,false
Robina orthohantavirus,Robina orthohantavirus,virus,2601243,false,false
Pteropus conspicillatus paramyxovirus,Pteropus conspicillatus paramyxovirus,virus,1562769,false,false
Astrovirus PgAstV-1,Astrovirus PgAstV-1,virus,1403194,false,false
Astrovirus PgAstV-2,Astrovirus PgAstV-2,virus,1403195,false,false
Astrovirus PgAstV-3,Astrovirus PgAstV-3,virus,1403196,false,false
Astrovirus PgAstV-4,Astrovirus PgAstV-4,virus,1403197,false,false
Astrovirus PgAstV-5,Astrovirus PgAstV-5,virus,1403198,false,false
Astrovirus PgAstV-7,Astrovirus PgAstV-7,virus,1403199,false,false
Astrovirus PgAstV-8,Astrovirus PgAstV-8,virus,1403200,false,false
Bocavirus PgBoV-1,Bocavirus PgBoV-1,virus,1403201,false,false
Bocavirus PgBoV-2,Bocavirus PgBoV-2,virus,1403202,false,false
Coronavirus PgCoV-1,Coronavirus PgCoV-1,virus,1403203,false,false
Coronavirus PgCoV-2,Coronavirus PgCoV-2,virus,1403204,false,false
Coronavirus PgCoV-3,Coronavirus PgCoV-3,virus,1403205,false,false
Coronavirus PgCoV-4,Coronavirus PgCoV-4,virus,1403206,false,false
Coronavirus PREDICT CoV-17,Coronavirus PREDICT CoV-17,virus,2042543,false,false
Coronavirus PREDICT CoV-45,Coronavirus PREDICT CoV-45,virus,2042571,false,false
Gannoruwa bat lyssavirus,Gannoruwa bat lyssavirus,virus,1846259,false,false
Paramyxovirus PgPMV-1,Paramyxovirus PgPMV-1,virus,1403207,false,false
Paramyxovirus PgPMV-10,Paramyxovirus PgPMV-10,virus,1403208,false,false
Paramyxovirus PgPMV-2,Paramyxovirus PgPMV-2,virus,1403209,false,false
Paramyxovirus PgPMV-3,Paramyxovirus PgPMV-3,virus,1403210,false,false
Paramyxovirus PgPMV-4,Paramyxovirus PgPMV-4,virus,1403211,false,false
Paramyxovirus PgPMV-5,Paramyxovirus PgPMV-5,virus,1403212,false,false
Paramyxovirus PgPMV-6,Paramyxovirus PgPMV-6,virus,1403213,false,false
Paramyxovirus PgPMV-7,Paramyxovirus PgPMV-7,virus,1403214,false,false
Paramyxovirus PgPMV-8,Paramyxovirus PgPMV-8,virus,1403215,false,false
Paramyxovirus PgPMV-9,Paramyxovirus PgPMV-9,virus,1403216,false,false
Paramyxovirus PREDICT_PMV-125,Paramyxovirus PREDICT_PMV-125,virus,2711042,false,false
Paramyxovirus PREDICT_PMV-4,Paramyxovirus PREDICT_PMV-4,virus,2711095,false,false
Polyomavirus PgPyV-1,Polyomavirus PgPyV-1,virus,1403217,false,false
Polyomavirus PgPyV-2,Polyomavirus PgPyV-2,virus,1403218,false,false
Polyomavirus PgPyV-3,Polyomavirus PgPyV-3,virus,1403219,false,false
Pteropus giganteus papillomavirus type 1,Pteropus giganteus papillomavirus type 1,virus,1384489,false,false
Paramyxovirus PREDICT_PMV-128,Paramyxovirus PREDICT_PMV-128,virus,2711045,false,false
Paramyxovirus PREDICT_PMV-140,Paramyxovirus PREDICT_PMV-140,virus,2711057,false,false
Paramyxovirus PREDICT_PMV-142,Paramyxovirus PREDICT_PMV-142,virus,2711059,false,false
Paramyxovirus PREDICT_PMV-2,Paramyxovirus PREDICT_PMV-2,virus,2711093,false,false
Paramyxovirus PREDICT_PMV-3,Paramyxovirus PREDICT_PMV-3,virus,2711094,false,false
Paramyxovirus PREDICT_PMV-5,Paramyxovirus PREDICT_PMV-5,virus,2711096,false,false
Paramyxovirus PREDICT_PMV-6,Paramyxovirus PREDICT_PMV-6,virus,2711097,false,false
Paramyxovirus PREDICT_PMV-85,Paramyxovirus PREDICT_PMV-85,virus,2711105,false,false
Pteropus lylei-associated alphaherpesvirus,Pteropus lylei-associated alphaherpesvirus,virus,2597167,false,false
Pteropus lylei simplexvirus 1,Pteropus lylei simplexvirus 1,virus,570425,false,false
Pteropus melanotus natalis paramyxovirus,Pteropus melanotus natalis paramyxovirus,virus,1562764,false,false
Cedar henipavirus,Cedar henipavirus,virus,1979179,false,false
Fruit bat parvovirus,Fruit bat parvovirus,virus,1194635,false,false
Geelong paramyxovirus,Geelong paramyxovirus,virus,1647921,false,false
Pteropus poliocephalus paramyxovirus,Pteropus poliocephalus paramyxovirus,virus,1562768,false,false
Teviot pararubulavirus,Teviot pararubulavirus,virus,2560803,false,false
Yarra Bend paramyxovirus,Yarra Bend paramyxovirus,virus,1647922,false,false
Bat coronavirus ANK011F,Bat coronavirus ANK011F,virus,1644140,false,false
Bat coronavirus ANK036F,Bat coronavirus ANK036F,virus,1643897,false,false
Bat coronavirus ANK045F,Bat coronavirus ANK045F,virus,1644141,false,false
Bat coronavirus ANK047F,Bat coronavirus ANK047F,virus,1643898,false,false
Bat coronavirus ANK081F,Bat coronavirus ANK081F,virus,1643902,false,false
Bat coronavirus BEM001F,Bat coronavirus BEM001F,virus,1643896,false,false
Bat coronavirus BEM003F,Bat coronavirus BEM003F,virus,1644139,false,false
Bat coronavirus BEM070F,Bat coronavirus BEM070F,virus,1644147,false,false
Bat coronavirus BEM073F,Bat coronavirus BEM073F,virus,1643899,false,false
Bat coronavirus BEM074F,Bat coronavirus BEM074F,virus,1643900,false,false
Bat coronavirus BEM077F,Bat coronavirus BEM077F,virus,1643901,false,false
Bat coronavirus MAH056F,Bat coronavirus MAH056F,virus,1644144,false,false
Bat coronavirus MAH058F,Bat coronavirus MAH058F,virus,1644145,false,false
Broome virus,Broome virus,virus,667093,false,false
Pteropox virus,Pteropox virus,virus,1873698,false,false
Pteropus scapulatus paramyxovirus,Pteropus scapulatus paramyxovirus,virus,1562766,false,false
Bat associated cyclovirus 14,Bat associated cyclovirus 14,virus,1987739,false,false
Bat associated cyclovirus 15,Bat associated cyclovirus 15,virus,1987740,false,false
Bat associated cyclovirus 16,Bat associated cyclovirus 16,virus,1987741,false,false
Pacific flying fox associated multicomponent virus,Pacific flying fox associated multicomponent virus,virus,1796003,false,false
Pacific flying fox faeces associated circular DNA virus-1,Pacific flying fox faeces associated circular DNA virus-1,virus,1796004,false,false
Pacific flying fox faeces associated circular DNA virus-10,Pacific flying fox faeces associated circular DNA virus-10,virus,1796005,false,false
Pacific flying fox faeces associated circular DNA virus-11,Pacific flying fox faeces associated circular DNA virus-11,virus,1796006,false,false
Pacific flying fox faeces associated circular DNA virus-12,Pacific flying fox faeces associated circular DNA virus-12,virus,1796007,false,false
Pacific flying fox faeces associated circular DNA virus-13,Pacific flying fox faeces associated circular DNA virus-13,virus,1796008,false,false
Pacific flying fox faeces associated circular DNA virus-14,Pacific flying fox faeces associated circular DNA virus-14,virus,1796009,false,false
Pacific flying fox faeces associated circular DNA virus-15,Pacific flying fox faeces associated circular DNA virus-15,virus,1796010,false,false
Pacific flying fox faeces associated circular DNA virus-2,Pacific flying fox faeces associated circular DNA virus-2,virus,1796011,false,false
Pacific flying fox faeces associated circular DNA virus-3,Pacific flying fox faeces associated circular DNA virus-3,virus,1796012,false,false
Pacific flying fox faeces associated circular DNA virus-4,Pacific flying fox faeces associated circular DNA virus-4,virus,1796013,false,false
Pacific flying fox faeces associated circular DNA virus-5,Pacific flying fox faeces associated circular DNA virus-5,virus,1796014,false,false
Pacific flying fox faeces associated circular DNA virus-6,Pacific flying fox faeces associated circular DNA virus-6,virus,1796015,false,false
Pacific flying fox faeces associated circular DNA virus-7,Pacific flying fox faeces associated circular DNA virus-7,virus,1796016,false,false
Pacific flying fox faeces associated circular DNA virus-8,Pacific flying fox faeces associated circular DNA virus-8,virus,1796017,false,false
Pacific flying fox faeces associated circular DNA virus-9,Pacific flying fox faeces associated circular DNA virus-9,virus,1796018,false,false
Pacific flying fox faeces associated gemycircularvirus-11,Pacific flying fox faeces associated gemycircularvirus-11,virus,1795990,false,false
Pacific flying fox faeces associated gemycircularvirus-4,Pacific flying fox faeces associated gemycircularvirus-4,virus,1795996,false,false
Pacific flying fox faeces associated gemycircularvirus-8,Pacific flying fox faeces associated gemycircularvirus-8,virus,1796000,false,false
Pteropus associated gemycircularvirus 1,Pteropus associated gemycircularvirus 1,virus,1985395,false,false
Pteropus associated gemycircularvirus 10,Pteropus associated gemycircularvirus 10,virus,1985404,false,false
Pteropus associated gemycircularvirus 2,Pteropus associated gemycircularvirus 2,virus,1985396,false,false
Pteropus associated gemycircularvirus 3,Pteropus associated gemycircularvirus 3,virus,1985397,false,false
Pteropus associated gemycircularvirus 4,Pteropus associated gemycircularvirus 4,virus,1985398,false,false
Pteropus associated gemycircularvirus 5,Pteropus associated gemycircularvirus 5,virus,1985399,false,false
Pteropus associated gemycircularvirus 6,Pteropus associated gemycircularvirus 6,virus,1985400,false,false
Pteropus associated gemycircularvirus 7,Pteropus associated gemycircularvirus 7,virus,1985401,false,false
Pteropus associated gemycircularvirus 8,Pteropus associated gemycircularvirus 8,virus,1985402,false,false
Pteropus associated gemycircularvirus 9,Pteropus associated gemycircularvirus 9,virus,1985403,false,false
Pteropus associated gemygorvirus 1,Pteropus associated gemygorvirus 1,virus,1985427,false,false
Pteropus associated gemykibivirus 1,Pteropus associated gemykibivirus 1,virus,2004964,false,false
Pteropus associated gemykolovirus 1,Pteropus associated gemykolovirus 1,virus,2005505,false,false
Pteropus associated gemykolovirus 2,Pteropus associated gemykolovirus 2,virus,2005506,false,false
Chiropteran protoparvovirus 1,Chiropteran protoparvovirus 1,virus,2170147,false,false
Megabat bufavirus 2,Megabat bufavirus 2,virus,1756189,false,false
Paramyxovirus IFBPV01/2010,Paramyxovirus IFBPV01/2010,virus,1132843,false,false
Pteropine herpesvirus 2,Pteropine herpesvirus 2,virus,1324804,false,false
Pteropus vampyrus polyomavirus 1,Pteropus vampyrus polyomavirus 1,virus,1891743,false,false
Guangdong greater green snake calicivirus,Guangdong greater green snake calicivirus,virus,2116169,false,false
Ptyasnivirus 1,Ptyasnivirus 1,virus,2734501,false,false
Dyokappapapillomavirus 5,Dyokappapapillomavirus 5,virus,2169880,false,false
Picobirnavirus puma/URU-01/2010,Picobirnavirus puma/URU-01/2010,virus,1068738,false,false
Puma concolor gammaherpesvirus 1,Puma concolor gammaherpesvirus 1,virus,1452542,false,false
Puma feline foamy virus,Puma feline foamy virus,virus,2169894,false,false
Ringed seal herpesvirus,Ringed seal herpesvirus,virus,1419111,false,false
Bulbul coronavirus HKU11,Bulbul coronavirus HKU11,virus,574549,false,false
Antarctic virus 6_I_APBOOTsw001Ad,Antarctic virus 6_I_APBOOTsw001Ad,virus,2761208,false,false
Antarctic virus 6_I_APBOOTsw001Ch,Antarctic virus 6_I_APBOOTsw001Ch,virus,2761209,false,false
Astrovirus Pygoscelis/DT/2012,Astrovirus Pygoscelis/DT/2012,virus,1586002,false,false
Avian orthoavulavirus 17,Avian orthoavulavirus 17,virus,2560323,false,false
Avulavirus sp.,Avulavirus sp.,virus,2493083,false,false
Bellingshausen virus,Bellingshausen virus,virus,2707197,false,false
Biscoe virus,Biscoe virus,virus,2707198,false,false
Borchgrevink virus,Borchgrevink virus,virus,2707199,false,false
Bransfield virus,Bransfield virus,virus,2707200,false,false
Byrd virus,Byrd virus,virus,2707203,false,false
Charcot virus,Charcot virus,virus,2707204,false,false
Christensen virus,Christensen virus,virus,2707205,false,false
Cook virus,Cook virus,virus,2707207,false,false
Cooper virus,Cooper virus,virus,2707208,false,false
Cope virus,Cope virus,virus,2707209,false,false
d'Urville virus,d'Urville virus,virus,2707283,false,false
Davis virus,Davis virus,virus,2707210,false,false
de Castilla virus,de Castilla virus,virus,2707284,false,false
de Gerlache virus,de Gerlache virus,virus,2707285,false,false
de Lozier virus,de Lozier virus,virus,2707287,false,false
de Nodal virus,de Nodal virus,virus,2707288,false,false
Drake virus,Drake virus,virus,2707211,false,false
Dryglaski virus,Dryglaski virus,virus,2707214,false,false
Dundee virus,Dundee virus,virus,2707216,false,false
Filchner virus,Filchner virus,virus,2707219,false,false
Halvorsen virus,Halvorsen virus,virus,2707224,false,false
Hilary virus,Hilary virus,virus,2707225,false,false
Ketchum virus,Ketchum virus,virus,2707227,false,false
Kyst virus,Kyst virus,virus,2707232,false,false
la Roche virus,la Roche virus,virus,2707289,false,false
Larsen virus,Larsen virus,virus,2707233,false,false
Lazarev virus,Lazarev virus,virus,2707235,false,false
le Maire virus,le Maire virus,virus,2707290,false,false
Marr virus,Marr virus,virus,2707240,false,false
Mawson virus,Mawson virus,virus,2707241,false,false
Megrivirus E,Megrivirus E,virus,2170008,false,false
Mella virus,Mella virus,virus,2707242,false,false
O'Leary virus,O'Leary virus,virus,2707246,false,false
Ostrekin virus,Ostrekin virus,virus,2707248,false,false
Ousland virus,Ousland virus,virus,2707249,false,false
Penguin circovirus,Penguin circovirus,virus,2676049,false,false
Powell virus,Powell virus,virus,2707253,false,false
Pygoscelis adeliae polyomavirus 1,Pygoscelis adeliae polyomavirus 1,virus,1891750,false,false
Riiser virus,Riiser virus,virus,2707256,false,false
Senko virus,Senko virus,virus,2707263,false,false
Shirase virus,Shirase virus,virus,2707267,false,false
Telmo virus,Telmo virus,virus,2707272,false,false
Treisepsilonpapillomavirus 1,Treisepsilonpapillomavirus 1,virus,1921778,false,false
Tunzelmann virus,Tunzelmann virus,virus,2707275,false,false
Varley virus,Varley virus,virus,2707278,false,false
Wilkes virus,Wilkes virus,virus,2707282,false,false
Amundsen virus,Amundsen virus,virus,2707192,false,false
Antarctic virus 1_I_CPGEORsw001Ad,Antarctic virus 1_I_CPGEORsw001Ad,virus,2761173,false,false
Antarctic virus 1_I_CPGEORsw002Ad,Antarctic virus 1_I_CPGEORsw002Ad,virus,2761174,false,false
Antarctic virus 1_II_CPGEORsw003Ad,Antarctic virus 1_II_CPGEORsw003Ad,virus,2761171,false,false
Antarctic virus 1_II_CPGEORsw003Ch,Antarctic virus 1_II_CPGEORsw003Ch,virus,2761172,false,false
Antarctic virus 3_I_CPHALFsw004Ad,Antarctic virus 3_I_CPHALFsw004Ad,virus,2761187,false,false
Antarctic virus 3_II_CPHALFsw005Ad,Antarctic virus 3_II_CPHALFsw005Ad,virus,2761185,false,false
Antarctic virus 3_V_CPHALFsw003Ad,Antarctic virus 3_V_CPHALFsw003Ad,virus,2761188,false,false
Artemyev virus,Artemyev virus,virus,2707193,false,false
Averyanov virus,Averyanov virus,virus,2707194,false,false
Balleny virus,Balleny virus,virus,2707195,false,false
Bardin virus,Bardin virus,virus,2707196,false,false
Bruce virus,Bruce virus,virus,2707201,false,false
Chinstrap penguin adenovirus 1,Chinstrap penguin adenovirus 1,virus,1434087,false,false
Chinstrap penguin adenovirus 2,Chinstrap penguin adenovirus 2,virus,1434088,false,false
Chinstrap penguin adenovirus 3,Chinstrap penguin adenovirus 3,virus,1434089,false,false
Chinstrap penguin adenovirus 4,Chinstrap penguin adenovirus 4,virus,1434090,false,false
Chinstrap penguin adenovirus 5,Chinstrap penguin adenovirus 5,virus,1434091,false,false
Chinstrap penguin adenovirus 6,Chinstrap penguin adenovirus 6,virus,1434092,false,false
Chinstrap penguin adenovirus 7,Chinstrap penguin adenovirus 7,virus,1434093,false,false
Chinstrap penguin adenovirus 8,Chinstrap penguin adenovirus 8,virus,1434094,false,false
Coelho virus,Coelho virus,virus,2707206,false,false
de Kerguelen virus,de Kerguelen virus,virus,2707286,false,false
Dralkin virus,Dralkin virus,virus,2707212,false,false
Dubrovin virus,Dubrovin virus,virus,2707215,false,false
Ellsworth virus,Ellsworth virus,virus,2707217,false,false
Fuchs virus,Fuchs virus,virus,2707220,false,false
Halley virus,Halley virus,virus,2707223,false,false
Kagge virus,Kagge virus,virus,2707226,false,false
Khabarov virus,Khabarov virus,virus,2707228,false,false
Kornilov virus,Kornilov virus,virus,2707229,false,false
Korotkevich virus,Korotkevich virus,virus,2707230,false,false
Krenkel virus,Krenkel virus,virus,2707231,false,false
Lawrence virus,Lawrence virus,virus,2707234,false,false
Luncke virus,Luncke virus,virus,2707236,false,false
Magellan virus,Magellan virus,virus,2707238,false,false
Maksutov virus,Maksutov virus,virus,2707239,false,false
Mott virus,Mott virus,virus,2707244,false,false
Nordenskjold virus,Nordenskjold virus,virus,2707245,false,false
Oates virus,Oates virus,virus,2707247,false,false
Palmer virus,Palmer virus,virus,2707250,false,false
Penguin siadenovirus A,Penguin siadenovirus A,virus,2005055,false,false
Petrov virus,Petrov virus,virus,2707251,false,false
Ptolmey virus,Ptolmey virus,virus,2707254,false,false
Raina virus,Raina virus,virus,2707255,false,false
Ross virus,Ross virus,virus,2707258,false,false
Rymill virus,Rymill virus,virus,2707259,false,false
Scott virus,Scott virus,virus,2707261,false,false
Sedov virus,Sedov virus,virus,2707262,false,false
Serdyukov virus,Serdyukov virus,virus,2707264,false,false
Shelvocke virus,Shelvocke virus,virus,2707266,false,false
Smith virus,Smith virus,virus,2707268,false,false
Somov virus,Somov virus,virus,2707269,false,false
Stroud virus,Stroud virus,virus,2707270,false,false
Tarbeyev virus,Tarbeyev virus,virus,2707271,false,false
Tolstikov virus,Tolstikov virus,virus,2707273,false,false
Treshnikov virus,Treshnikov virus,virus,2707274,false,false
Ui-te-Rangiora virus,Ui-te-Rangiora virus,virus,2707277,false,false
