Host_Intermediate,Host,taxid,HostFamily,HostOrder,HostClass
Heliosciurus gambianus,Heliosciurus gambianus,1235482,Sciuridae,Rodentia,Dipnotetrapodomorpha
Heliosciurus rufobrachium,Heliosciurus rufobrachium,1096448,Sciuridae,Rodentia,Dipnotetrapodomorpha
Heteromys anomalus,Heteromys anomalus,348153,Heteromyidae,Rodentia,Dipnotetrapodomorpha
Holochilus brasiliensis,Holochilus brasiliensis,79920,Cricetidae,Rodentia,Dipnotetrapodomorpha
Holochilus sciureus,Holochilus sciureus,89098,Cricetidae,Rodentia,Dipnotetrapodomorpha
Hoplomys gymnurus,Hoplomys gymnurus,176501,Echimyidae,Rodentia,Dipnotetrapodomorpha
Hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris,10149,Hydrochaeridae,Rodentia,Dipnotetrapodomorpha
Hydromys chrysogaster,Hydromys chrysogaster,160448,Muridae,Rodentia,Dipnotetrapodomorpha
Hylaeamys laticeps,Hylaeamys laticeps,530175,Cricetidae,Rodentia,Dipnotetrapodomorpha
Hylaeamys megacephalus,Hylaeamys megacephalus,89099,Cricetidae,Rodentia,Dipnotetrapodomorpha
Hylomyscus alleni,Hylomyscus alleni,34858,Muridae,Rodentia,Dipnotetrapodomorpha
Hystrix africaeaustralis,Hystrix africaeaustralis,10138,Hystricidae,Rodentia,Dipnotetrapodomorpha
Ictidomys tridecemlineatus,Ictidomys tridecemlineatus,43179,Sciuridae,Rodentia,Dipnotetrapodomorpha
Jaculus orientalis,Jaculus orientalis,48868,Dipodidae,Rodentia,Dipnotetrapodomorpha
Lagurus lagurus,Lagurus lagurus,175522,Cricetidae,Rodentia,Dipnotetrapodomorpha
Lasiopodomys brandtii,Lasiopodomys brandtii,407171,Cricetidae,Rodentia,Dipnotetrapodomorpha
Lasiopodomys gregalis,Lasiopodomys gregalis,1449541,Cricetidae,Rodentia,Dipnotetrapodomorpha
Lemmus lemmus,Lemmus lemmus,79949,Cricetidae,Rodentia,Dipnotetrapodomorpha
Lemmus sibiricus,Lemmus sibiricus,84769,Cricetidae,Rodentia,Dipnotetrapodomorpha
Lemmus trimucronatus,Lemmus trimucronatus,84770,Cricetidae,Rodentia,Dipnotetrapodomorpha
Lemniscomys rosalia,Lemniscomys rosalia,121566,Muridae,Rodentia,Dipnotetrapodomorpha
Lemniscomys striatus,Lemniscomys striatus,121567,Muridae,Rodentia,Dipnotetrapodomorpha
Leopoldamys edwardsi,Leopoldamys edwardsi,83756,Muridae,Rodentia,Dipnotetrapodomorpha
Liomys adspersus,Liomys adspersus,348154,Heteromyidae,Rodentia,Dipnotetrapodomorpha
Liomys salvini,Liomys salvini,348155,Heteromyidae,Rodentia,Dipnotetrapodomorpha
Lophuromys flavopunctatus,Lophuromys flavopunctatus,51348,Muridae,Rodentia,Dipnotetrapodomorpha
Lophuromys sikapusi,Lophuromys sikapusi,83535,Muridae,Rodentia,Dipnotetrapodomorpha
Loxodontomys micropus,Loxodontomys micropus,89122,Cricetidae,Rodentia,Dipnotetrapodomorpha
Marmota baibacina,Marmota baibacina,93157,Sciuridae,Rodentia,Dipnotetrapodomorpha
Marmota caudata,Marmota caudata,71802,Sciuridae,Rodentia,Dipnotetrapodomorpha
Marmota flaviventris,Marmota flaviventris,93162,Sciuridae,Rodentia,Dipnotetrapodomorpha
Marmota himalayana,Marmota himalayana,93163,Sciuridae,Rodentia,Dipnotetrapodomorpha
Marmota marmota,Marmota marmota,9993,Sciuridae,Rodentia,Dipnotetrapodomorpha
Marmota monax,Marmota monax,9995,Sciuridae,Rodentia,Dipnotetrapodomorpha
Marmota sibirica,Marmota sibirica,93166,Sciuridae,Rodentia,Dipnotetrapodomorpha
Mastomys coucha,Mastomys coucha,35658,Muridae,Rodentia,Dipnotetrapodomorpha
Mastomys erythroleucus,Mastomys erythroleucus,41268,Muridae,Rodentia,Dipnotetrapodomorpha
Mastomys huberti,Mastomys huberti,121569,Muridae,Rodentia,Dipnotetrapodomorpha
Mastomys natalensis,Mastomys natalensis,10112,Muridae,Rodentia,Dipnotetrapodomorpha
Maxomys surifer,Maxomys surifer,69081,Muridae,Rodentia,Dipnotetrapodomorpha
Megadontomys nelsoni,Megadontomys nelsoni,915257,Cricetidae,Rodentia,Dipnotetrapodomorpha
Melanomys caliginosus,Melanomys caliginosus,218793,Cricetidae,Rodentia,Dipnotetrapodomorpha
Menetes berdmorei,Menetes berdmorei,52808,Sciuridae,Rodentia,Dipnotetrapodomorpha
Meriones crassus,Meriones crassus,298887,Muridae,Rodentia,Dipnotetrapodomorpha
Meriones libycus,Meriones libycus,298886,Muridae,Rodentia,Dipnotetrapodomorpha
Meriones meridianus,Meriones meridianus,261754,Muridae,Rodentia,Dipnotetrapodomorpha
Meriones shawi,Meriones shawi,37435,Muridae,Rodentia,Dipnotetrapodomorpha
Meriones tamariscinus,Meriones tamariscinus,504099,Muridae,Rodentia,Dipnotetrapodomorpha
Meriones unguiculatus,Meriones unguiculatus,10047,Muridae,Rodentia,Dipnotetrapodomorpha
Mesocricetus auratus,Mesocricetus auratus,10036,Cricetidae,Rodentia,Dipnotetrapodomorpha
Mesomys hispidus,Mesomys hispidus,30627,Echimyidae,Rodentia,Dipnotetrapodomorpha
Micaelamys namaquensis,Micaelamys namaquensis,472707,Muridae,Rodentia,Dipnotetrapodomorpha
Micromys minutus,Micromys minutus,13151,Muridae,Rodentia,Dipnotetrapodomorpha
Microtus agrestis,Microtus agrestis,29092,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus arvalis,Microtus arvalis,47230,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus californicus,Microtus californicus,100895,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus fortis,Microtus fortis,100897,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus gregalis,Lasiopodomys gregalis,1449541,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus guentheri,Microtus guentheri,269655,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus ilaeus,Microtus ilaeus,1665529,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus levis,Microtus levis,537919,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus longicaudus,Microtus longicaudus,98314,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus majori,Microtus majori,269657,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus maximowiczii,Microtus maximowiczii,470139,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus mexicanus,Microtus mexicanus,79689,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus middendorffi,Alexandromys middendorffii,100900,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus miurus,Microtus miurus,111837,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus montanus,Microtus montanus,88450,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus montebelli,Microtus montebelli,79202,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus ochrogaster,Microtus ochrogaster,79684,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus oeconomus,Microtus oeconomus,64717,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus pennsylvanicus,Microtus pennsylvanicus,10058,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus pinetorum,Microtus pinetorum,111839,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus richardsoni,Microtus richardsoni,111840,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus socialis,Microtus socialis,269658,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus subterraneus,Terricola subterraneus,137712,Cricetidae,Rodentia,Dipnotetrapodomorpha
Microtus xanthognathus,Microtus xanthognathus,10054,Cricetidae,Rodentia,Dipnotetrapodomorpha
Millardia meltada,Millardia meltada,121583,Muridae,Rodentia,Dipnotetrapodomorpha
Mus booduga,Mus booduga,27681,Muridae,Rodentia,Dipnotetrapodomorpha
Mus caroli,Mus caroli,10089,Muridae,Rodentia,Dipnotetrapodomorpha
Mus cervicolor,Mus cervicolor,10097,Muridae,Rodentia,Dipnotetrapodomorpha
Mus mattheyi,Mus mattheyi,41270,Muridae,Rodentia,Dipnotetrapodomorpha
Mus musculoides,Mus musculoides,60742,Muridae,Rodentia,Dipnotetrapodomorpha
Mus musculus,Mus musculus,10090,Muridae,Rodentia,Dipnotetrapodomorpha
Mus setulosus,Mus setulosus,10102,Muridae,Rodentia,Dipnotetrapodomorpha
Mus spicilegus,Mus spicilegus,10103,Muridae,Rodentia,Dipnotetrapodomorpha
Mus spretus,Mus spretus,10096,Muridae,Rodentia,Dipnotetrapodomorpha
Myocastor coypus,Myocastor coypus,10157,Myocastoridae,Rodentia,Dipnotetrapodomorpha
Myodes andersoni,Myodes andersoni,82466,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myodes gapperi,Myodes gapperi,473866,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myodes glareolus,Myodes glareolus,447135,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myodes regulus,Myodes regulus,82464,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myodes rex,Myodes rex,565117,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myodes rufocanus,Myodes rufocanus,527686,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myodes rutilus,Myodes rutilus,537920,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myoprocta acouchy,Myoprocta acouchy,181542,Dasyproctidae,Rodentia,Dipnotetrapodomorpha
Myopus schisticolor,Myopus schisticolor,71003,Cricetidae,Rodentia,Dipnotetrapodomorpha
Myotomys unisulcatus,Myotomys unisulcatus,190455,Muridae,Rodentia,Dipnotetrapodomorpha
Napaeozapus insignis,Napaeozapus insignis,101671,Dipodidae,Rodentia,Dipnotetrapodomorpha
Neacomys guianae,Neacomys guianae,461403,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neacomys spinosus,Neacomys spinosus,48005,Cricetidae,Rodentia,Dipnotetrapodomorpha
Necromys amoenus,Bolomys amoenus,10081,Cricetidae,Rodentia,Dipnotetrapodomorpha
Necromys benefactus,Necromys benefactus,2059112,Cricetidae,Rodentia,Dipnotetrapodomorpha
Necromys lasiurus,Necromys lasiurus,30635,Cricetidae,Rodentia,Dipnotetrapodomorpha
Necromys obscurus,Necromys obscurus,399317,Cricetidae,Rodentia,Dipnotetrapodomorpha
Nectomys squamipes,Nectomys squamipes,29117,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neodon fuscus,Neodon fuscus,771787,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma albigula,Neotoma albigula,42408,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma cinerea,Neotoma cinerea,105147,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma floridana,Neotoma floridana,42409,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma fuscipes,Neotoma fuscipes,105199,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma lepida,Neotoma lepida,56216,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma leucodon,Neotoma leucodon,268937,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma macrotis,Neotoma macrotis,349162,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma mexicana,Neotoma mexicana,105149,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma micropus,Neotoma micropus,105150,Cricetidae,Rodentia,Dipnotetrapodomorpha
Neotoma stephensi,Neotoma stephensi,164611,Cricetidae,Rodentia,Dipnotetrapodomorpha
Nephelomys albigularis,Nephelomys albigularis,530178,Cricetidae,Rodentia,Dipnotetrapodomorpha
Nesokia indica,Nesokia indica,51373,Muridae,Rodentia,Dipnotetrapodomorpha
Niviventer andersoni,Niviventer andersoni,425032,Muridae,Rodentia,Dipnotetrapodomorpha
Niviventer confucianus,Niviventer confucianus,248811,Muridae,Rodentia,Dipnotetrapodomorpha
Niviventer coxingi,Niviventer coninga,357352,Muridae,Rodentia,Dipnotetrapodomorpha
Niviventer eha,Niviventer eha,425033,Muridae,Rodentia,Dipnotetrapodomorpha
Niviventer fulvescens,Niviventer fulvescens,83774,Muridae,Rodentia,Dipnotetrapodomorpha
Niviventer niviventer,Niviventer niviventer,83757,Muridae,Rodentia,Dipnotetrapodomorpha
Ochrotomys nuttalli,Ochrotomys nuttalli,56229,Cricetidae,Rodentia,Dipnotetrapodomorpha
Octodon degus,Octodon degus,10160,Octodontidae,Rodentia,Dipnotetrapodomorpha
Oecomys bicolor,Oecomys bicolor,48011,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oecomys paricola,Oecomys paricola,200944,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys chacoensis,Oligoryzomys chacoensis,37015,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys flavescens,Oligoryzomys flavescens,218824,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys fornesi,Oligoryzomys fornesi,220337,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys fulvescens,Oligoryzomys fulvescens,218825,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys longicaudatus,Oligoryzomys longicaudatus,137207,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys microtis,Oligoryzomys microtis,48008,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oligoryzomys nigripes,Oligoryzomys nigripes,37017,Cricetidae,Rodentia,Dipnotetrapodomorpha
Ondatra zibethicus,Ondatra zibethicus,10060,Cricetidae,Rodentia,Dipnotetrapodomorpha
Onychomys leucogaster,Onychomys leucogaster,38668,Cricetidae,Rodentia,Dipnotetrapodomorpha
Onychomys torridus,Onychomys torridus,38674,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oryzomys couesi,Oryzomys couesi,160399,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oryzomys palustris,Oryzomys palustris,37020,Cricetidae,Rodentia,Dipnotetrapodomorpha
Otomys irroratus,Otomys irroratus,121570,Muridae,Rodentia,Dipnotetrapodomorpha
Otomys tropicalis,Otomys tropicalis,190452,Muridae,Rodentia,Dipnotetrapodomorpha
Otospermophilus beecheyi,Otospermophilus beecheyi,34862,Sciuridae,Rodentia,Dipnotetrapodomorpha
Otospermophilus variegatus,Otospermophilus variegatus,45472,Sciuridae,Rodentia,Dipnotetrapodomorpha
Oxymycterus nasutus,Oxymycterus nasutus,134911,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oxymycterus quaestor,Oxymycterus quaestor,196087,Cricetidae,Rodentia,Dipnotetrapodomorpha
Oxymycterus rufus,Oxymycterus rufus,56230,Cricetidae,Rodentia,Dipnotetrapodomorpha
Pachyuromys duprasi,Pachyuromys duprasi,298894,Muridae,Rodentia,Dipnotetrapodomorpha
Parotomys brantsii,Parotomys brantsii,121578,Muridae,Rodentia,Dipnotetrapodomorpha
Pedetes capensis,Pedetes capensis,10023,Pedetidae,Rodentia,Dipnotetrapodomorpha
Perognathus parvus,Perognathus parvus,38671,Heteromyidae,Rodentia,Dipnotetrapodomorpha
Peromyscus attwateri,Peromyscus attwateri,97206,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus beatae,Peromyscus beatae,99538,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus boylii,Peromyscus boylii,56316,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus californicus,Peromyscus californicus,42520,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus crinitus,Peromyscus crinitus,144753,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus difficilis,Peromyscus difficilis,97207,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus eremicus,Peromyscus eremicus,42410,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus gossypinus,Peromyscus gossypinus,42411,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus leucopus,Peromyscus leucopus,10041,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus maniculatus,Peromyscus maniculatus,10042,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus megalops,Peromyscus megalops,322709,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus melanophrys,Peromyscus melanophrys,246392,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus melanotis,Peromyscus melanotis,42412,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus mexicanus,Peromyscus mexicanus,56317,Cricetidae,Rodentia,Dipnotetrapodomorpha
Peromyscus truei,Peromyscus truei,89101,Cricetidae,Rodentia,Dipnotetrapodomorpha
Phodopus sungorus,Phodopus sungorus,10044,Cricetidae,Rodentia,Dipnotetrapodomorpha
Phyllomys dasythrix,Phyllomys dasythrix,466160,Echimyidae,Rodentia,Dipnotetrapodomorpha
Phyllotis darwini,Phyllotis darwini,56232,Cricetidae,Rodentia,Dipnotetrapodomorpha
Praomys daltoni,Praomys daltoni,10113,Muridae,Rodentia,Dipnotetrapodomorpha
Praomys jacksoni,Praomys jacksoni,209866,Muridae,Rodentia,Dipnotetrapodomorpha
Praomys rostratus,Praomys rostratus,476587,Muridae,Rodentia,Dipnotetrapodomorpha
Praomys tullbergi,Praomys tullbergi,209869,Muridae,Rodentia,Dipnotetrapodomorpha
Proechimys cuvieri,Proechimys cuvieri,128106,Echimyidae,Rodentia,Dipnotetrapodomorpha
Proechimys guairae,Proechimys guairae,10163,Echimyidae,Rodentia,Dipnotetrapodomorpha
Proechimys guyannensis,Proechimys guyannensis,128105,Echimyidae,Rodentia,Dipnotetrapodomorpha
Proechimys longicaudatus,Proechimys longicaudatus,34837,Echimyidae,Rodentia,Dipnotetrapodomorpha
Proechimys semispinosus,Proechimys semispinosus,1246547,Echimyidae,Rodentia,Dipnotetrapodomorpha
Pseudomys novaehollandiae,Pseudomys novaehollandiae,442614,Muridae,Rodentia,Dipnotetrapodomorpha
Pteromys volans,Pteromys volans,55152,Sciuridae,Rodentia,Dipnotetrapodomorpha
Rattus argentiventer,Rattus argentiventer,83752,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus exulans,Rattus exulans,34854,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus flavipectus,Rattus flavipectus,69074,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus fuscipes,Rattus fuscipes,10119,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus leucopus,Rattus leucopus,10115,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus losea,Rattus losea,69075,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus lutreolus,Rattus lutreolus,472760,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus nitidus,Rattus nitidus,508668,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus norvegicus,Rattus norvegicus,10116,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus pyctoris,Rattus pyctoris,583359,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus rattus,Rattus rattus,10117,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus sordidus,Rattus sordidus,10120,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus tanezumi,Rattus tanezumi,35732,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus tiomanicus,Rattus tiomanicus,83755,Muridae,Rodentia,Dipnotetrapodomorpha
Rattus tunneyi,Rattus tunneyi,10121,Muridae,Rodentia,Dipnotetrapodomorpha
Ratufa macroura,Ratufa macroura,1479094,Sciuridae,Rodentia,Dipnotetrapodomorpha
Reithrodontomys creper,Reithrodontomys creper,319462,Cricetidae,Rodentia,Dipnotetrapodomorpha
Reithrodontomys fulvescens,Reithrodontomys fulvescens,56213,Cricetidae,Rodentia,Dipnotetrapodomorpha
Reithrodontomys megalotis,Reithrodontomys megalotis,44234,Cricetidae,Rodentia,Dipnotetrapodomorpha
Reithrodontomys mexicanus,Reithrodontomys mexicanus,89150,Cricetidae,Rodentia,Dipnotetrapodomorpha
Reithrodontomys sumichrasti,Reithrodontomys sumichrasti,89102,Cricetidae,Rodentia,Dipnotetrapodomorpha
Rhabdomys pumilio,Rhabdomys pumilio,121573,Muridae,Rodentia,Dipnotetrapodomorpha
Rhombomys opimus,Rhombomys opimus,186474,Muridae,Rodentia,Dipnotetrapodomorpha
Sciurus carolinensis,Sciurus carolinensis,30640,Sciuridae,Rodentia,Dipnotetrapodomorpha
Sciurus granatensis,Sciurus granatensis,226870,Sciuridae,Rodentia,Dipnotetrapodomorpha
Sciurus griseus,Sciurus griseus,53278,Sciuridae,Rodentia,Dipnotetrapodomorpha
Sciurus niger,Sciurus niger,34861,Sciuridae,Rodentia,Dipnotetrapodomorpha
Sciurus variegatoides,Sciurus variegatoides,226875,Sciuridae,Rodentia,Dipnotetrapodomorpha
Sciurus vulgaris,Sciurus vulgaris,55149,Sciuridae,Rodentia,Dipnotetrapodomorpha
Sekeetamys calurus,Sekeetamys calurus,298884,Muridae,Rodentia,Dipnotetrapodomorpha
Sicista betulina,Sicista betulina,489448,Dipodidae,Rodentia,Dipnotetrapodomorpha
Sigmodon alstoni,Sigmodon alstoni,134742,Cricetidae,Rodentia,Dipnotetrapodomorpha
Sigmodon hispidus,Sigmodon hispidus,42415,Cricetidae,Rodentia,Dipnotetrapodomorpha
Sigmodon toltecus,Sigmodon toltecus,134745,Cricetidae,Rodentia,Dipnotetrapodomorpha
Sooretamys angouya,Sooretamys angouya,530180,Cricetidae,Rodentia,Dipnotetrapodomorpha
Spermophilus alashanicus,Spermophilus alashanicus,99830,Sciuridae,Rodentia,Dipnotetrapodomorpha
Spermophilus citellus,Spermophilus citellus,9997,Sciuridae,Rodentia,Dipnotetrapodomorpha
Spermophilus dauricus,Spermophilus dauricus,99837,Sciuridae,Rodentia,Dipnotetrapodomorpha
Spermophilus fulvus,Spermophilus fulvus,99841,Sciuridae,Rodentia,Dipnotetrapodomorpha
Spermophilus pygmaeus,Spermophilus pygmaeus,99855,Sciuridae,Rodentia,Dipnotetrapodomorpha
Stenocephalemys albipes,Stenocephalemys albipes,485440,Muridae,Rodentia,Dipnotetrapodomorpha
Synaptomys borealis,Synaptomys borealis,98318,Cricetidae,Rodentia,Dipnotetrapodomorpha
Tachyoryctes splendens,Tachyoryctes splendens,49445,Spalacidae,Rodentia,Dipnotetrapodomorpha
Tamias amoenus,Tamias amoenus,64679,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias dorsalis,Tamias dorsalis,45467,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias merriami,Tamias merriami,123787,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias minimus,Tamias minimus,45468,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias ochrogenys,Tamias ochrogenys,123852,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias quadrivittatus,Tamias quadrivittatus,45469,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias sibiricus,Tamias sibiricus,64680,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias sonomae,Tamias sonomae,123795,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias speciosus,Tamias speciosus,202006,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias striatus,Tamias striatus,45474,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamias umbrinus,Tamias umbrinus,123797,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamiasciurus douglasii,Tamiasciurus douglasii,144198,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tamiasciurus hudsonicus,Tamiasciurus hudsonicus,10009,Sciuridae,Rodentia,Dipnotetrapodomorpha
Tatera indica,Tatera indica,186471,Muridae,Rodentia,Dipnotetrapodomorpha
Thallomys nigricauda,Thallomys nigricauda,371826,Muridae,Rodentia,Dipnotetrapodomorpha
Thaptomys nigrita,Thaptomys nigrita,89133,Cricetidae,Rodentia,Dipnotetrapodomorpha
Thomomys talpoides,Thomomys talpoides,35660,Geomyidae,Rodentia,Dipnotetrapodomorpha
Thryonomys swinderianus,Thryonomys swinderianus,10169,Thryonomyidae,Rodentia,Dipnotetrapodomorpha
Transandinomys bolivaris,Transandinomys bolivaris,530183,Cricetidae,Rodentia,Dipnotetrapodomorpha
Trinomys iheringi,Trinomys iheringi,42830,Echimyidae,Rodentia,Dipnotetrapodomorpha
Tscherskia triton,Tscherskia triton,329627,Cricetidae,Rodentia,Dipnotetrapodomorpha
Tylomys nudicaudus,Tylomys nudicaudus,218839,Cricetidae,Rodentia,Dipnotetrapodomorpha
Urocitellus columbianus,Urocitellus columbianus,50862,Sciuridae,Rodentia,Dipnotetrapodomorpha
